checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,present_employment_since,installment_rate,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
< 0 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,1858,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Auto u otro,22,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Radio/TV,2600,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,65,Ninguno,Gratis,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Radio/TV,1979,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,35,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
>= 200 DM,6,Créditos existentes pagados hasta ahora,Muebles/Equipo,2116,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Bienes raíces,41,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,9,Todos los créditos en este banco pagados,Auto (nuevo),1437,100 - 500 DM,4 - 7 años,2,Hombre: soltero,Ninguno,3,Desconocido / Sin propiedad,29,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,42,Cuenta crítica / Otros créditos,Muebles/Equipo,4042,500 - 1000 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,36,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,9,Créditos existentes pagados hasta ahora,Educación,3832,Desconocido / Sin ahorros,>= 7 años,1,Hombre: soltero,Ninguno,4,Bienes raíces,64,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Radio/TV,3660,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,28,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,18,Todos los créditos en este banco pagados,Muebles/Equipo,1553,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,3,Auto u otro,44,Banco,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,15,Créditos existentes pagados hasta ahora,Radio/TV,1444,Desconocido / Sin ahorros,< 1 año,4,Hombre: soltero,Ninguno,1,Seguro de vida / Ahorro para vivienda,23,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,9,Créditos existentes pagados hasta ahora,Muebles/Equipo,1980,< 100 DM,< 1 año,2,Mujer: divorciada/separada/casada,Co-solicitante,2,Auto u otro,19,Ninguno,Alquiler,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Auto (nuevo),1355,< 100 DM,< 1 año,3,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,25,Ninguno,Propia,1,No calificado - residente,1,Sí,Sí,Mal Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Educación,1393,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,47,Banco,Propia,3,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Radio/TV,1376,500 - 1000 DM,4 - 7 años,4,Mujer: divorciada/separada/casada,Ninguno,1,Auto u otro,28,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,60,Retraso en pagos en el pasado,Radio/TV,15653,< 100 DM,4 - 7 años,2,Hombre: soltero,Ninguno,4,Auto u otro,21,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Radio/TV,1493,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,3,Auto u otro,34,Ninguno,Propia,1,Empleado calificado / oficial,2,No,Sí,Buen Pagador
< 0 DM,42,Retraso en pagos en el pasado,Radio/TV,4370,< 100 DM,4 - 7 años,3,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,26,Banco,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Mal Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Educación,750,< 100 DM,Desempleado,4,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,27,Ninguno,Propia,1,No calificado - no residente,1,No,Sí,Mal Pagador
0 - 200 DM,15,Créditos existentes pagados hasta ahora,Reparaciones,1308,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,38,Ninguno,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Educación,4623,100 - 500 DM,1 - 4 años,3,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,40,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Radio/TV,1851,< 100 DM,4 - 7 años,4,Hombre: casado/viudo,Garante,2,Auto u otro,33,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,18,Cuenta crítica / Otros créditos,Radio/TV,1880,< 100 DM,4 - 7 años,4,Hombre: casado/viudo,Ninguno,1,Seguro de vida / Ahorro para vivienda,32,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,36,Retraso en pagos en el pasado,Negocios,7980,Desconocido / Sin ahorros,< 1 año,4,Hombre: soltero,Ninguno,4,Auto u otro,27,Ninguno,Alquiler,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,30,Sin créditos / Todos pagados,Muebles/Equipo,4583,< 100 DM,1 - 4 años,2,Hombre: divorciado/separado,Garante,2,Bienes raíces,32,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Auto (nuevo),1386,500 - 1000 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,26,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
>= 200 DM,24,Créditos existentes pagados hasta ahora,Auto (nuevo),947,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,3,Desconocido / Sin propiedad,38,Banco,Gratis,1,Empleado calificado / oficial,2,No,Sí,Mal Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Educación,684,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Auto u otro,40,Ninguno,Alquiler,1,No calificado - residente,2,No,Sí,Mal Pagador
< 0 DM,48,Créditos existentes pagados hasta ahora,Educación,7476,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,1,Desconocido / Sin propiedad,50,Ninguno,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,1922,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,37,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Auto (nuevo),2303,< 100 DM,>= 7 años,4,Hombre: soltero,Co-solicitante,1,Bienes raíces,45,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,36,Retraso en pagos en el pasado,Auto (nuevo),8086,100 - 500 DM,>= 7 años,2,Hombre: soltero,Ninguno,4,Auto u otro,42,Ninguno,Propia,4,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (usado),2346,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,3,Auto u otro,35,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,14,Créditos existentes pagados hasta ahora,Auto (nuevo),3973,< 100 DM,Desempleado,1,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,22,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),888,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,41,Banco,Propia,1,No calificado - residente,2,No,Sí,Mal Pagador
Sin cuenta,48,Créditos existentes pagados hasta ahora,Radio/TV,10222,Desconocido / Sin ahorros,4 - 7 años,4,Hombre: soltero,Ninguno,3,Auto u otro,37,Tiendas,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,30,Sin créditos / Todos pagados,Negocios,4221,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,1,Auto u otro,28,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,18,Cuenta crítica / Otros créditos,Muebles/Equipo,6361,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,1,Desconocido / Sin propiedad,41,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
>= 200 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,1297,< 100 DM,1 - 4 años,3,Hombre: casado/viudo,Ninguno,4,Bienes raíces,23,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),900,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: casado/viudo,Ninguno,2,Auto u otro,23,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,21,Créditos existentes pagados hasta ahora,Muebles/Equipo,2241,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Bienes raíces,50,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,6,Retraso en pagos en el pasado,Muebles/Equipo,1050,< 100 DM,Desempleado,4,Hombre: soltero,Ninguno,1,Seguro de vida / Ahorro para vivienda,35,Tiendas,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
>= 200 DM,6,Cuenta crítica / Otros créditos,Educación,1047,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,50,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Otros,6314,< 100 DM,Desempleado,4,Hombre: soltero,Co-solicitante,2,Desconocido / Sin propiedad,27,Banco,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,30,Todos los créditos en este banco pagados,Muebles/Equipo,3496,>= 1000 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Auto u otro,34,Tiendas,Propia,1,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
Sin cuenta,48,Todos los créditos en este banco pagados,Negocios,3609,< 100 DM,1 - 4 años,1,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,27,Tiendas,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),4843,< 100 DM,>= 7 años,3,Hombre: soltero,Co-solicitante,4,Seguro de vida / Ahorro para vivienda,43,Ninguno,Alquiler,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
>= 200 DM,30,Cuenta crítica / Otros créditos,Radio/TV,3017,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,47,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Negocios,4139,100 - 500 DM,1 - 4 años,3,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,27,Ninguno,Propia,2,No calificado - residente,1,Sí,Sí,Buen Pagador
Sin cuenta,36,Créditos existentes pagados hasta ahora,Negocios,5742,100 - 500 DM,4 - 7 años,2,Hombre: soltero,Ninguno,2,Auto u otro,31,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,60,Créditos existentes pagados hasta ahora,Auto (nuevo),10366,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,42,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,6,Cuenta crítica / Otros créditos,Auto (nuevo),2080,500 - 1000 DM,1 - 4 años,1,Hombre: casado/viudo,Ninguno,2,Auto u otro,24,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,21,Retraso en pagos en el pasado,Negocios,2580,500 - 1000 DM,< 1 año,4,Hombre: soltero,Ninguno,2,Bienes raíces,41,Banco,Propia,1,No calificado - residente,2,No,Sí,Mal Pagador
Sin cuenta,30,Cuenta crítica / Otros créditos,Radio/TV,4530,< 100 DM,4 - 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,26,Ninguno,Alquiler,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Muebles/Equipo,5150,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,33,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,72,Créditos existentes pagados hasta ahora,Radio/TV,5595,100 - 500 DM,1 - 4 años,2,Hombre: casado/viudo,Ninguno,2,Auto u otro,24,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Radio/TV,2384,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,64,Banco,Alquiler,1,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Radio/TV,1453,< 100 DM,< 1 año,3,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,26,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Educación,1538,< 100 DM,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,2,Desconocido / Sin propiedad,56,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Radio/TV,2279,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,37,Ninguno,Gratis,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,15,Retraso en pagos en el pasado,Radio/TV,1478,< 100 DM,1 - 4 años,4,Hombre: casado/viudo,Ninguno,3,Bienes raíces,33,Banco,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Radio/TV,5103,< 100 DM,< 1 año,3,Hombre: casado/viudo,Ninguno,3,Desconocido / Sin propiedad,47,Ninguno,Gratis,3,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,36,Retraso en pagos en el pasado,Negocios,9857,100 - 500 DM,4 - 7 años,1,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,31,Ninguno,Propia,2,No calificado - residente,2,Sí,Sí,Buen Pagador
Sin cuenta,60,Créditos existentes pagados hasta ahora,Auto (nuevo),6527,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,34,Ninguno,Gratis,1,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
>= 200 DM,10,Cuenta crítica / Otros créditos,Radio/TV,1347,Desconocido / Sin ahorros,4 - 7 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,27,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,36,Retraso en pagos en el pasado,Auto (nuevo),2862,100 - 500 DM,>= 7 años,4,Hombre: soltero,Ninguno,3,Desconocido / Sin propiedad,30,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,9,Créditos existentes pagados hasta ahora,Radio/TV,2753,100 - 500 DM,>= 7 años,3,Hombre: soltero,Co-solicitante,4,Auto u otro,35,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),3651,>= 1000 DM,1 - 4 años,1,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,31,Ninguno,Propia,1,Empleado calificado / oficial,2,No,Sí,Buen Pagador
< 0 DM,15,Cuenta crítica / Otros créditos,Muebles/Equipo,975,< 100 DM,1 - 4 años,2,Hombre: divorciado/separado,Ninguno,3,Seguro de vida / Ahorro para vivienda,25,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,15,Créditos existentes pagados hasta ahora,Reparaciones,2631,100 - 500 DM,1 - 4 años,3,Mujer: divorciada/separada/casada,Ninguno,2,Bienes raíces,25,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Radio/TV,2896,100 - 500 DM,< 1 año,2,Hombre: soltero,Ninguno,1,Auto u otro,29,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,6,Cuenta crítica / Otros créditos,Auto (nuevo),4716,Desconocido / Sin ahorros,< 1 año,1,Hombre: soltero,Ninguno,3,Bienes raíces,44,Ninguno,Propia,2,No calificado - residente,2,No,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Radio/TV,2284,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,28,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Auto (usado),1236,500 - 1000 DM,1 - 4 años,2,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,50,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,1103,< 100 DM,4 - 7 años,4,Hombre: soltero,Garante,3,Bienes raíces,29,Ninguno,Propia,2,Empleado calificado / oficial,1,No,No,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Auto (nuevo),926,< 100 DM,Desempleado,1,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,38,Ninguno,Propia,1,No calificado - no residente,1,No,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Radio/TV,1800,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Auto u otro,24,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
>= 200 DM,15,Créditos existentes pagados hasta ahora,Educación,1905,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,40,Ninguno,Alquiler,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,1123,500 - 1000 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,29,Ninguno,Alquiler,1,No calificado - residente,1,No,Sí,Mal Pagador
< 0 DM,48,Cuenta crítica / Otros créditos,Auto (usado),6331,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,46,Ninguno,Gratis,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
>= 200 DM,24,Créditos existentes pagados hasta ahora,Radio/TV,1377,100 - 500 DM,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Desconocido / Sin propiedad,47,Ninguno,Gratis,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,30,Retraso en pagos en el pasado,Negocios,2503,100 - 500 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,41,Tiendas,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,27,Créditos existentes pagados hasta ahora,Negocios,2528,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Seguro de vida / Ahorro para vivienda,32,Ninguno,Propia,1,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Auto (nuevo),5324,500 - 1000 DM,>= 7 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,35,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,48,Créditos existentes pagados hasta ahora,Auto (nuevo),6560,100 - 500 DM,4 - 7 años,3,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,24,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,12,Sin créditos / Todos pagados,Muebles/Equipo,2969,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,3,Seguro de vida / Ahorro para vivienda,25,Ninguno,Alquiler,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,9,Créditos existentes pagados hasta ahora,Radio/TV,1206,< 100 DM,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,25,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,9,Créditos existentes pagados hasta ahora,Radio/TV,2118,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Bienes raíces,37,Ninguno,Propia,1,No calificado - residente,2,No,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Radio/TV,629,500 - 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,32,Banco,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,6,Todos los créditos en este banco pagados,Educación,1198,< 100 DM,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,35,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,21,Créditos existentes pagados hasta ahora,Auto (usado),2476,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,46,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,9,Cuenta crítica / Otros créditos,Radio/TV,1138,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,25,Ninguno,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
0 - 200 DM,60,Créditos existentes pagados hasta ahora,Auto (nuevo),14027,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,2,Desconocido / Sin propiedad,27,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,30,Cuenta crítica / Otros créditos,Auto (usado),7596,Desconocido / Sin ahorros,>= 7 años,1,Hombre: soltero,Ninguno,4,Auto u otro,63,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,30,Cuenta crítica / Otros créditos,Radio/TV,3077,Desconocido / Sin ahorros,>= 7 años,3,Hombre: soltero,Ninguno,2,Auto u otro,40,Ninguno,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Radio/TV,1505,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Desconocido / Sin propiedad,32,Ninguno,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
>= 200 DM,24,Cuenta crítica / Otros créditos,Radio/TV,3148,Desconocido / Sin ahorros,1 - 4 años,3,Hombre: soltero,Ninguno,2,Auto u otro,31,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,20,Sin créditos / Todos pagados,Auto (usado),6148,100 - 500 DM,>= 7 años,3,Hombre: casado/viudo,Ninguno,4,Auto u otro,31,Banco,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
